ਅਫ਼ਰੀਕਾ	非洲
ਰਾ	拉 (埃及神祇)
ਕੈਥੀ	凱提文
ਮੀਨ	雙魚宮
ਪੰਚਸ਼ੀਲ	和平共处五项原则
ਦ੍ਰਾਵਿੜ ਮੁਨੇਤਰ ਕੜਗਮ	达罗毗荼进步联盟
ਗੁਆਚੀ ਭੇਡ ਦਾ ਦ੍ਰਿਸ਼ਟਾਂਤ	牧人寻羊的比喻
ਪਾਣੀਪਤ ਦੀ ਤੀਜੀ ਲੜਾਈ (1761)	第三次帕尼帕特战役
ਧੂਰੀ	杜里
ਖਾਸੀ	卡西族
ਬੋੜੋ ਲੋਕ	波多人
ਗੋਂਡ ਲੋਕ	冈德人
ਈਸਟਰ ਰੋਡ	復活節路球場
ਸਿਸਟਰ ਕੈਰੀ	嘉莉妹妹
ਮੁੰਡਾ	蒙達人
ਓਕੂ ਨੋ ਹੋਸੋਮੀਚੀ	奧之細道
ਪਾਲਮਾ ਵੱਡਾ ਗਿਰਜਾਘਰ	帕尔马主教座堂 (西班牙)
ਕੰਪਿਊਟਰੀ ਜਾਲ	计算机网络
ਤੁਰਕਿਸਤਾਨ	突厥斯坦
ਤਬੂਕ ਸੂਬਾ	塔布克省
ਬਿਰਤਾਂਤ	叙事
ਵਾਅਮੀ ਤੂਫ਼ਾਨ	熱帶風暴畫眉
ਤ੍ਰਿਪਿਟਕ	三藏
ਭਾਰਤੀ ਸ਼ਾਸਤਰੀ ਸੰਗੀਤ	印度傳統音樂
ਤੋਤੋ-ਚਾਨ: ਦ ਲਿਟਲ ਗਰਲ ਐਟ ਦ ਵਿੰਡੋ	窗邊的小荳荳
ਸਮਾਜਿਕ ਸਮਝੌਤਾ	社會契約
ਟਾਈਨਕਾਸਲ ਸਟੇਡੀਅਮ	泰因河城堡球场
ਇਰਾਨ ਦੀ ਤੂਦੇ ਪਾਰਟੀ	伊朗人民党
ਸੁਰਮਾ	眼影 (中東)
ਫਲਿਪਡ (ਫ਼ਿਲਮ)	怦然心动 (电影)
ਇਰਾਨ ਦੇ ਸੂਬੇ	伊朗省份
ਐਰਿਕ ਬੈੱਟਸਿਸ਼	艾力克·貝齊格
ਸਪੇਨ ਦਾ ਕੌਮੀ ਪੁਰਾਤੱਤਵ ਅਜਾਇਬ-ਘਰ	西班牙國立考古博物館
ਸੰਸਾਰ ਅਮਨ ਕੌਂਸਲ	世界和平理事會
ਇਨਸਾਸ ਬੰਦੂਕ	英薩斯突擊步槍
ਏਰਨਾਕੁਲਮ ਜ਼ਿਲਾ	埃爾訥古勒姆縣
ਹਨੁਮਾਨਗੜ੍ਹ ਜ਼ਿਲ੍ਹਾ	哈努芒加爾縣
ਬੋਰਿਸ ਲਵਰੇਨਿਓਵ	鲍利斯·安德列耶维奇·拉夫列尼约夫
ਕਾਰੇਨ ਭਾਸ਼ਾਵਾਂ	克伦语支
ਖ਼ਿਲਾਫ਼ਤ ਅੰਦੋਲਨ	基拉法特运动
ਨਿਯੰਤਰਨ ਰੇਖਾ	印巴控制線
ਮੁਗ਼ਲ-ਏ-ਆਜ਼ਮ	我王莫臥兒
ਪਾਰਲੀਮੈਂਟ ਸਕੁਏਅਰ	国会广场
ਸਿਲ੍ਹੀਆਂ ਥਾਂਵਾਂ ਦਿਵਸ	世界湿地日
ਕਾਸ਼ੀ ਰਾਜ	迦尸國
ਮੋਥਾ	香附
ਇਰਾਜ ਬਸ਼ੀਰੀ	伊拉基·巴西里
ਚਾਲੁਕੀਆ ਰਾਜਵੰਸ਼	遮娄其王朝
ਸ਼ੰਕਾਵਾਦ	怀疑论
ਐਨੀਮਲ ਫ਼ਾਰਮ	动物庄园
ਮੰਜੁਲ ਭਾਰਗਵ	曼久尔·巴尔加瓦
ਸਾਲਵਾਦੋਰ ਦੇ ਆਵੀਲਾ ਵੱਡਾ ਗਿਰਜਾਘਰ	阿维拉主教座堂
ਸੈਨ ਫਰਾਂਸਿਸਕੋ ਫ਼ੈਰੀ ਬਿਲਡਿੰਗ	旧金山渡轮大厦
ਸ਼੍ਰੇਣੀ:ਇਟਲੀ	Category:意大利
ਸ਼੍ਰੇਣੀ:ਰੂਸ	Category:俄罗斯
ਸ਼੍ਰੇਣੀ:ਕੈਨੇਡਾ	Category:加拿大
ਸ਼੍ਰੇਣੀ:ਸਪੇਨ	Category:西班牙
ਮਦਰ ਇੰਡੀਆ	印度母親
ਸ਼੍ਰੇਣੀ:ਭਾਰਤ	Category:印度
ਬਹੁਪਾਸੜਵਾਦ	多邊主義
ਫਿਲਮਫੇਅਰ ਸਭ ਤੋਂ ਵਧੀਆ ਫ਼ਿਲਮ	印度電影觀眾獎得獎電影列表
ਗੰਗਾਨਗਰ ਜ਼ਿਲਾ	斯里甘加納加縣
ਅਲਕਨੰਦਾ	阿勒格嫩達河
ਹੈਟ ਵਾਲੀ ਮਹਿਲਾ	戴帽子的女人
ਗਾਂਧੀ-ਨਹਿਰੂ ਪਰਿਵਾਰ	尼赫鲁-甘地家族
ਜਿਸਮ-2	最毒美人心2
ਸ਼੍ਰੇਣੀ:ਅਫਗਾਨਿਸਤਾਨ	Category:阿富汗
ਸ਼੍ਰੇਣੀ:ਪਾਕਿਸਤਾਨ	Category:巴基斯坦
ਸ਼੍ਰੇਣੀ:ਰਸਾਇਣ ਵਿਗਿਆਨ	Category:化学
ਸ਼੍ਰੇਣੀ:ਇਤਿਹਾਸ	Category:历史
ਸ਼੍ਰੇਣੀ:ਭੂਗੋਲ	Category:地理
ਸ਼੍ਰੇਣੀ:ਸਮਾਜ	Category:社会
ਸ਼੍ਰੇਣੀ:ਧਰਮ	Category:宗教
ਸ਼੍ਰੇਣੀ:ਵਿਗਿਆਨ	Category:科学
ਸ਼੍ਰੇਣੀ:ਧਰਤੀ	Category:地球
ਸਕਾਟਲੈਂਡ ਦੀ ਆਜ਼ਾਦੀ ਬਾਰੇ ਰਾਏਸ਼ੁਮਾਰੀ, 2014	2014年苏格兰独立公投
ਤਹਿਰੀਕ-ਏ-ਤਾਲਿਬਾਨ ਪਾਕਿਸਤਾਨ	巴基斯坦塔利班运动
ਬਾਲੈਂਸੀਆ ਵੱਡਾ ਗਿਰਜਾਘਰ	巴伦西亚主教座堂
ਜੌਫ਼ ਸੂਬਾ	焦夫省 (沙地阿拉伯)
ਬਿਲਾਸਪੁਰ ਜ਼ਿਲ੍ਹਾ, ਹਿਮਾਚਲ ਪ੍ਰਦੇਸ਼	比拉斯普尔县
ਨਾਮਿਲਵਰਤਨ ਅੰਦੋਲਨ	不合作運動
ਲਖਨਊ ਪੈਕਟ	勒克瑙协定
ਸੇਗੋਵੀਆ ਵੱਡਾ ਗਿਰਜਾਘਰ	塞哥维亚主教座堂
ਪਿਟਸ ਇੰਡੀਆ ਐਕਟ	皮特印度法案
ਸਮਾਜਕ ਪਰਿਵਰਤਨ	社会变迁
ਜਬ ਵੀ ਮੇਟ	忽然遇見你
ਫ਼ਾਜ਼ਿਲਕਾ	法齐尔卡
ਵੈਰੀਨਾਗ	杜鲁-韦里纳格
ਆਮਦਨ	收入
ਮਹਾਨ ਅਮਰੀਕੀ ਨਾਵਲ	偉大美國小說
ਗ੍ਰਿਫ਼ਿਨ ਪਾਰਕ	格芬公園球場
ਕੋਡਗੁ	果達古縣
ਵਸੀਲਾ	资源
ਤੀਰੁੱਟਨੀ	蒂鲁塔尼
ਧਰਮ ਅਤੇ ਮਾਰਕਸਵਾਦ	马克思主义与宗教
ਵਰਗਹੀਣ ਸਮਾਜ	無階級社會
ਅਜ਼ਰਬਾਈਜਾਨ (ਗੁੰਝਲ-ਖੋਲ੍ਹ)	阿塞拜疆 (消歧义)
ਦਿੱਲੀ ਸਮੂਹਿਕ ਬਲਾਤਕਾਰ 2012	印度黑公交轮奸案
ਵਿਸ਼ਵ ਭਾਰਤੀ ਯੂਨੀਵਰਸਿਟੀ	维斯瓦·巴拉蒂大学
ਮਲਾਗਾ ਵੱਡਾ ਗਿਰਜਾਘਰ	马拉加主教座堂
ਸ਼ਿਓਕ ਦਰਿਆ	什約克河
ਚੀਨ ਦੇ ਸੂਬੇ	中國省份
ਕਿੱਕਰ	阿拉伯金合欢
ਹੈਦਰਾਬਾਦ, ਸਿੰਧ	海得拉巴 (巴基斯坦)
ਜੱਟ	賈特人
ਉਸਮਾਨਾਬਾਦ ਜ਼ਿਲਾ	奧斯馬納巴德縣
ਸਬੀਰ ਭਾਟੀਆ	沙比爾·巴蒂亞
ਗੜਮੁਕਤੇਸ਼ਵਰ	加尔赫穆克泰斯赫瓦尔
ਗੜ੍ਹਸ਼ੰਕਰ	加尔赫斯汉凯尔
ਮਿਲਾਵਟ	混淆品
ਆਈ.ਐੱਸ.ਸੀ.ਆਈ. ਆਈ.	印度文字資訊交換碼
ਅੰਤਰਰਾਸ਼ਟਰੀ ਬਾਲੜੀ ਦਿਵਸ	国际女童日
ਮੁੱਖ ਮੰਤਰੀ	首席部長
ਇਸਾਮੂ ਅਕਾਸਾਕੀ	赤崎勇
ਸੰਯੁਕਤ ਰਾਜ ਅਮਰੀਕਾ ਦੇ ਰਾਜ	美國州份和領地列表
ਜਾਨ ਓਕੀਫ਼	约翰·奥基夫
ਹੰਡਿਆਇਆ	汉迪亚耶
ਗੁਰੂ ਹਰ ਸਹਾਏ	古鲁哈尔萨海
ਗਿੱਦੜਬਾਹਾ	吉德尔巴哈
ਜਾਵਾ (ਸਾਫ਼ਟਵੇਅਰ ਪਲੇਟਫ਼ਾਰਮ)	Java平臺
ਪਤੰਗਾ	蛾
ਮਾਡਿਊਲ	可載入核心模組
ਵਰਗ ਸੰਘਰਸ਼	阶级斗争
2002 ਦੀ ਗੁਜਰਾਤ ਹਿੰਸਾ	2002年古吉拉特骚乱
ਪ੍ਰਾਚੀਨ ਰੋਮ	古罗马
ਆਲਫ਼ਾ-ਅਮਾਨਿਟੀਨ	Α-鵝膏蕈鹼
ਉਤਪਾਦਨ ਦੇ ਸਬੰਧ	生产关系
ਫਰਮਾ:ਡੱਬਾ-ਪਗਨੋਟ	Template:Box-footer
ਦੂਰਦਰਸ਼ਨ	全印电视台
ਖੋਲ ਵਿੱਚ ਰਹਿੰਦਾ ਆਦਮੀ	装在套子里的人
ਮੋਟਰਸਾਈਕਲ ਡਾਇਰੀਆਂ (ਪੁਸਤਕ)	摩托日记
ਮਰੀਅਮ ਮਿਰਜ਼ਾਖ਼ਾਨੀ	瑪麗安·米爾札哈尼
ਰਿਫ਼ਾ	里法
ਚਾਰ ਮੀਨਾਰ	查米纳塔门
ਅਮਰਾਵਤੀ ਜ਼ਿਲ੍ਹਾ	阿姆勞蒂縣
ਫ਼ੌਜੀ ਜੁੰਡੀ	軍事執政團
ਕਿਰਿਆ ਵਾਕੰਸ਼	主謂短語
﻿ਨੋਬਲ ਫ਼ਾਊਂਡੇਸ਼ਨ	诺贝尔基金会
ਕਾਰਬਨੀ ਪਦਾਰਥ	有機物質
ਕੋਵਲਮ	科瓦兰
ਸਤੀ (ਦੇਵੀ)	娑提
ਸਰਗੁਜਾ	蘇古賈縣
ਦੇਹਰਾਦੂਨ ਜ਼ਿਲ੍ਹਾ	台拉登县
ਗੁੜਗਾਂਵ ਜ਼ਿਲਾ	古尔加翁县
ਹਿਸਾਰ ਜ਼ਿਲਾ	希薩爾縣
ਸ੍ਰੀਹਰੀਕੋਟਾ	斯里赫里戈达岛
ਜਲੰਧਰ ਜ਼ਿਲ੍ਹਾ	賈郎達爾縣
ਸਇਹਾ ਜ਼ਿਲਾ	賽哈縣
ਇੰਫਾਲ ਪੱਛਮ ਜ਼ਿਲਾ	西因帕爾縣
ਭਿਵਾਨੀ ਜ਼ਿਲਾ	比瓦尼縣
ਅਰਬੀ ਵਿਆਕਰਨ	阿拉伯语语法
ਅਨੀਂਦਰਾ	失眠
ਯਮਨਾ ਨਗਰ ਜ਼ਿਲਾ	雅姆納納加爾縣
ਮੰਡੀ ਜ਼ਿਲਾ	門迪縣
ਪੰਚਕੁਲਾ ਜ਼ਿਲਾ	潘切庫拉縣
ਇੰਫਾਲ ਪੂਰਵ ਜ਼ਿਲਾ	東因帕爾縣
ਸ਼ਿਮਲਾ ਜ਼ਿਲਾ	西姆拉县
ਵਿਉਂਤਬੱਧ ਵਿਆਹ	包办婚姻
ਰਾਣੀਖੇਤ	拉尼凯特
ਵਟਾਂਦਰਾ-ਮੁੱਲ	交换价值
ਉਂਨਾਵ ਜ਼ਿਲਾ	溫瑙縣
ਉਧਮਪੁਰ	乌达姆普尔
ਸੰਗਰੂਰ ਜ਼ਿਲ੍ਹਾ	桑魯爾縣
ਮੋਗਾ ਜ਼ਿਲ੍ਹਾ	莫加縣
ਊਧਮਪੁਰ ਜ਼ਿਲਾ	乌德汉普尔县
ਆਇਜੋਲ ਜ਼ਿਲਾ	艾藻爾縣
ਕੋਲਾਸਿਬ ਜ਼ਿਲਾ	科拉西布縣
ਲੁੰਗਲੇਈ ਜ਼ਿਲਾ	林雷縣
ਝੱਜਰ ਜ਼ਿਲ੍ਹਾ	加加爾縣
ਚੰਬਾ, ਹਿਮਾਚਲ ਪ੍ਰਦੇਸ਼	恰姆巴
ਕਿਸ਼ਨਗੰਜ	基斯杭格阿恩杰
ਕੈਥਲ	凯塔尔
ਰਜੌਰੀ	拉乔里
ਦਾ ਇੰਡੀਅਨ ਐਕਸਪ੍ਰੈਸ	印度快報
ਨਮਸਤੇ ਲੰਡਨ	晚安倫敦
ਚੰਫਾਈ ਜ਼ਿਲਾ	昌派縣
ਵਾਨ ਗਾਗ ਦੇ ਸਵੈ-ਚਿੱਤਰ	梵高自画像列表
ਐਮੰਡਸਨ ਖਾੜੀ	阿蒙森灣
ਬੰਗਾਲੀ ਭਾਸ਼ਾ ਅੰਦੋਲਨ	孟加拉語言運動
ਵਡੇਰਾ ਮੱਧ ਪੂਰਬ	大中東計劃
ਨਿਊਯਾਰਕ ਸਟੇਡੀਅਮ	纽约体育场
ਸ਼੍ਰੇਣੀ:ਇਸਾਈ ਧਰਮ	Category:基督教
ਸ਼੍ਰੇਣੀ:ਹਿੰਦੂ ਧਰਮ	Category:印度教
ਸ਼੍ਰੇਣੀ:ਇਸਲਾਮ	Category:伊斯兰教
ਸ਼੍ਰੇਣੀ:ਯਹੂਦੀ ਧਰਮ	Category:犹太教
ਸੁਗਰੀਵ	須羯哩婆
ਸਾਕਾ ਨੀਲਾ ਤਾਰਾ	藍星行動
ਡਰਨਾ	稻草人
ਭਾਰਤ ਛੱਡੋ ਅੰਦੋਲਨ	退出印度运动
ਦਸ਼ਰਥ	十車王
ਖਸਖਸ	罌粟籽
ਜੈਤੋ	贾伊图
ਓ ਕੈਪਟਨ! ਮਾਈ ਕੈਪਟਨ!	哦，船长，我的船长
ਉੱਤਰੀ ਅਮਰੀਕਾ (ਖੇਤਰ)	北美地区
S ਬੈਂਡ	S波段
ਕਨਕਪੁਰਾ	卡纳卡普拉
ਗੁਰੂ ਤੇਗ ਬਹਾਦਰ ਜੀ	得格·巴哈都爾
ਨਾਰੰਗੀ (ਗੁੰਝਲ ਖੋਲ੍ਹ ਸਫ਼ਾ)	Orange
ਅਜੀਤਗੜ੍ਹ ਜ਼ਿਲ੍ਹਾ	莫哈利縣
ਕੈਕੇਈ	吉迦伊
ਬੰਗਾਲ ਦੀ ਵੰਡ (1905)	孟加拉分治 (1905年)
ਚਿਲਕਾ ਝੀਲ	吉尔卡湖
ਪਨਾਮਾਈ ਸੁਨਹਿਰੀ ਡੱਡੂ	巴拿馬金蛙
ਸਿਵਾਕਾਸੀ	西瓦卡西
ਕੋਡਰਮਾ ਜਿਲ੍ਹਾ	科達馬縣
ਸਹਿਕਾਰਤਾ ਸਮੁੰਦਰ	英聯邦海
ਪਾਣੀਪੱਤ ਜ਼ਿਲਾ	帕尼帕特縣
ਫਰੀਦਾਬਾਦ ਜ਼ਿਲਾ	費爾達巴德縣
ਹਮੀਰਪੁਰ ਜ਼ਿਲਾ, ਹਿਮਾਚਲ ਪ੍ਰਦੇਸ਼	哈密爾普爾縣
ਸੇਰਛਿਪ ਜ਼ਿਲਾ	塞奇普縣
ਥੌਬਲ ਜ਼ਿਲਾ	斗巴縣
ਲਾਂਗਤਲਾਈ ਜ਼ਿਲਾ	隆特萊縣
ਅੰਬਾਲਾ ਜ਼ਿਲਾ	安巴拉县
ਰੁਦਰ ਪ੍ਰਯਾਗ	鲁德拉普拉耶格
ਸ੍ਰੀ ਮੁਕਤਸਰ ਸਾਹਿਬ	穆克特萨尔
ਕੋਡਰਮਾ	科达尔马
ਕਾਰਗਿਲ	卡尔吉尔
ਚਿਤਰਕੂਟ ਜ਼ਿਲ੍ਹਾ	奇特拉庫特縣
ਕਾਨਪੁਰ ਜ਼ਿਲ੍ਹਾ	坎瑙吉縣
ਉਕਾਬ	鵰
ਕੋਰਦੋਬਾ ਦਾ ਰੋਮਨ ਪੁੱਲ	罗马桥 (科尔多瓦)
ਰਾਂਦੇ ਪੁਲ	兰德大桥
੨੦੧੦ ਏਸ਼ੀਆਈ ਖੇਲ ਪਦਕ ਤਾਲਿਕਾ	2010年亚洲运动会奖牌榜
ਕੇਂਦੁਝਰ	肯杜贾尔
ਮੰਗਲ ਉਪਗ੍ਰਹਿ ਮਿਸ਼ਨ	火星軌道探測器
ਭਾਜੜ	踩踏事故
ਧਨੂ ਰਾਸ਼ੀ	人马宫
ਲਾ ਸਾਲਵਾਦੋਰ ਗਿਰਜਾਘਰ	耶稣救主主教座堂 (萨拉戈萨)
ਸੰਗਿਆਨ	認知
ਮੇਵਾਤ ਜ਼ਿਲਾ	梅瓦特縣
ਭਵਾਨੀ	巴瓦尼
ਪਾਕਿਸਤਾਨੀ ਮਿਆਰੀ ਵਕਤ	巴基斯坦标准时间
ਕੋਟ ਕਪੂਰਾ	科特卡普拉
ਖੁਰਜਾ	库尔贾
ਫਰਮਾ:Lang-ta	Template:Lang-ta
ਲੌਂਗੋਵਾਲ	隆格奥瓦尔
ਮਾਛੀਵਾੜਾ	马奇瓦拉
ਹਾਫ਼ਿਜ਼ਾਬਾਦ ਜ਼ਿਲ੍ਹਾ	哈费扎巴德县
ਬਹਾਵਲਪੁਰ ਜ਼ਿਲ੍ਹਾ	巴哈瓦尔布尔县
ਆਈ. ਐੱਨ. ਐੱਸ. ਵਿਕਰਾਂਤ	维克兰特号航空母舰 (R11)
ਕਸੌਲੀ	卡绍利
ਕਿਨੌਰ ਜ਼ਿਲਾ	金瑙爾縣
ਪਾਲਮਪੁਰ	帕拉姆普尔
ਬੋਕਾਰੋ ਜਿਲਾ	博卡羅縣
ਤਰਨ ਤਾਰਨ ਜ਼ਿਲਾ	塔爾恩塔蘭縣
ਸੇਨਾਪਤੀ ਜ਼ਿਲਾ	塞納珀蒂縣
ਤਮੇਂਗਲਾਂਗ ਜ਼ਿਲਾ	達門龍縣
ਸ਼ਹੀਦ ਭਗਤ ਸਿੰਘ ਨਗਰ	纳万斯哈赫尔
ਉਨਾ ਜ਼ਿਲਾ	烏納縣
ਫ਼ਤੇਹਾਬਾਦ ਜ਼ਿਲਾ	法特哈巴德縣
ਰੇਵਾੜੀ ਜ਼ਿਲਾ	雷瓦利縣
ਚੰਡੇਲ ਜ਼ਿਲਾ	昌德爾縣
ਵਾਨ ਗਾਗ (1991 ਫ਼ਿਲਮ)	梵高传
ਕਾਂਕੇਰ ਜ਼ਿਲਾ	坎克爾縣
ਨੰਗਲ	南格阿尔
ਕਰਣ ਪ੍ਰਯਾਗ	卡尔恩普拉耶格
ਚਕਵਾਲ ਜ਼ਿਲ੍ਹਾ	恰夸尔县
ਦ ਲੌਸਟ ਬਟਾਲੀਅਨ (2001 ਫ਼ਿਲਮ)	迷路的大軍 (2001年)
ਕੀਪ ਕੂਲ (ਫਿਲਮ)	有话好好说
ਉਲੁਬੇਰੀਆ	乌卢贝里亚
ਰਾਜਕੁਮਾਰ ਗੁਸਤਾਵ ਅਡੋਲਫ਼ ਸਮੁੰਦਰ	古斯塔夫阿道夫王子海
ਬਾਰਾਂ ਜ਼ਿਲ੍ਹਾ	巴蘭縣
ਹਰੇਕ ਤੋਂ ਸਮਰਥਾ ਅਨੁਸਾਰ, ਹਰੇਕ ਨੂੰ ਲੋੜ ਮੁਤਾਬਿਕ	各盡所能、各取所需
ਤਰਨ ਤਾਰਨ ਸਾਹਿਬ	塔尔恩塔兰
ਬਦਿਨ ਜ਼ਿਲ੍ਹਾ	巴丁县
ਰੋਬਿਨ ਸ਼ਰਬਾਟਸਕੀ	羅賓·舍巴斯基
ਆਰਾਮਸ਼ਾਹ	阿拉姆沙
ਮਲੋਟ	马洛乌特
ਵਿਸ਼ਵ ਓਜ਼ੋਨ ਦਿਵਸ	保护臭氧层国际日
ਸਮਾਜਕ ਪ੍ਰਗਤੀ	社会进步
ਪੀਰ ਪੰਜਾਲ	比爾本賈爾嶺
ਬਰਨਾਲਾ ਜ਼ਿਲ੍ਹਾ	巴爾納拉縣
ਅਗਨੀ ਪੁਰਾਣ	火神往世书
ਸੀਤਾਮੜ੍ਹੀ	西塔马尔希
ਐੱਲ ਬੈਂਡ	L波段
ਸੁਥੇਪ ਥਾਗਸੁਬੇਨ	素貼·特素班
ਫ਼ੋਰਵੋ	Forvo
ਗੁਰਦੁਆਰਾ ਬੰਗਲਾ ਸਾਹਿਬ	班戈拉·撒西比谒师所
ਦੂਬਰੋਵਸਕੀ	杜布罗夫斯基
ਬਰਤਾਨਵੀ ਭਾਰਤ	英属印度诸省
ਸ਼ਾਵਾਰਸ਼ ਕਾਰਾਪੇਤਿਆਨ	沙瓦尔什·弗拉基米罗维奇·卡拉佩特延
ਸਪਤਰਿਸ਼ੀ (ਹਿੰਦੂ ਧਰਮ)	七仙人
ਪਹਿਲਵਾਨੀ	印度式摔角
ਕੁੱਤੇ ਵਾਲੀ ਮਹਿਲਾ	帶狗的女人
ਵਿਹਾੜੀ ਜ਼ਿਲਾ	维哈里县
ਮੁਰਸੀਆ ਵੱਡਾ ਗਿਰਜਾਘਰ	莫夕亞主教座堂
ਫ਼ਾਈਲ਼ ਹਿੱਪੋ	Filehippo.com
ਇਰਾਕ ਅਤੇ ਅਲ ਸ਼ਾਮ ਵਿੱਚ ਇਸਲਾਮੀ ਰਾਜ	伊斯兰国
ਨੰਦ ਪ੍ਰਯਾਗ	南德普拉耶格
ਕਲਾਇਤ	卡拉耶特
ਅਖਰੋਟ (ਰੁੱਖ)	胡桃
ਉਸਮਾਨਾਬਾਦ	奥斯马纳巴德
ਸਾਲਾਮਾਂਕਾ ਵੱਡਾ ਗਿਰਜਾਘਰ	萨拉曼卡新主教座堂
ਕੋਲਾਰ ਜ਼ਿਲ੍ਹਾ	果拉爾縣
ਵੇਦਾਂਤ	吠檀多
ਫਿਲਮ ਨਿਰਦੇਸ਼ਕ	電影導演
ਸੁਲਤਾਨਪੁਰ ਲੋਧੀ	苏尔坦普尔洛迪
ਸਮਰਾਲਾ	萨姆拉拉
ਲਿਪਾਂਕ	字位
ਰਾਮਪੁਰਾ ਫੂਲ	拉姆普拉普尔
ਰਾਜਪੁਰਾ	拉杰普拉
ਪਾਇਲ, ਭਾਰਤ	帕耶尔
ਰਾਵਲਾ ਮੰਡੀ	让阿维拉 满弟
ਮਾਨਸਾ	曼萨 (旁遮普邦)
ਚੁਰਾਚਾਂਦਪੁਰ ਜ਼ਿਲ੍ਹਾ	楚拉昌普縣
ਮਈ ਦਿਨ	五朔節
ਨਵ ਜਮਹੂਰੀਅਤ	新民主主义
ਗਰੈਵਿਟੀ	地心引力 (电影)
ਪੇਰੀਯਾਰ ਨਦੀ	貝里亞爾河
ਖਪਤਕਾਰ ਅਧਿਕਾਰ ਦਿਵਸ	國際消費者協會
ਬੋੜੋਲੈਂਡ ਦਾ ਕੌਮੀ ਜਮਹੂਰੀ ਫਰੰਟ	波多民族民主阵线
ਸਾਨ ਤੇਲਮੋ ਮਹਿਲ	圣特尔莫宫
ਹਰਿਆਣੇ ਦੇ ਜ਼ਿਲੇ	哈里亚纳邦行政区划
ਅਣਖ ਖ਼ਾਤਰ ਕਤਲ	名譽殺人
ਸ਼ਰੀਂਹ	阔荚合欢
ਅਲਵਰ	阿尔瓦尔
ਹੇਮਚੰਦਰ	金月
ਬੇ-ਕਮੀਜ	赤膊
ਪਲਵਲ ਜ਼ਿਲਾ	帕爾瓦爾縣
ਕਰਣ	迦爾納
ਪ੍ਰਸਾਰ ਭਾਰਤੀ	印度广播公司
ਪੂੰਡਰੀ	普恩德里
ਅਤੁੱਲ ਗਵਾਂਡੇ	阿图·葛文德
ਉੱਤਰੀ ਨਿਕੋਸੀਆ	北尼科西亚
ਤਿਲ	芝麻
ਵਿਸ਼ਵਾਮਿੱਤਰ	众友仙人
ਪਾਕਿਸਤਾਨ ਬਰੌਡਕਾਸਟਿੰਗ ਕਾਰਪੋਰੇਸ਼ਨ	巴基斯坦廣播公司
ਅਬੂ ਬੱਕਰ ਅਲ ਬਗਦਾਦੀ	阿布·贝克尔·巴格达迪
ਆਲ ਮਾਈ ਸਨਜ	吾子吾弟
ਸਣ	菽麻
ਕਲੀਨਥ ਬਰੁਕਸ	克林斯·布鲁克斯
ਅਸਤੋਰਗਾ ਵੱਡਾ ਗਿਰਜਾਘਰ	阿斯托加主教座堂
ਖ਼ੇਰੇਸ ਦੇ ਲਾ ਫ਼ਰੌਂਤੇਰਾ ਵੱਡਾ ਗਿਰਜਾਘਰ	赫雷斯-德拉弗龙特拉主教座堂
ਸਾਨ ਸਿਬਾਸਤੀਆਨ ਵੱਡਾ ਗਿਰਜਾਘਰ	善牧主教座堂 (圣塞瓦斯蒂安)
ਸ਼੍ਰੇਣੀ:ਅਧਾਰ	Category:小作品
ਸ਼੍ਰੇਣੀ:ਸੱਭਿਆਚਾਰ	Category:文化
ਸ਼੍ਰੇਣੀ:ਸਾਲ	Category:年
ਕੁੱਲੂ ਜ਼ਿਲਾ	庫魯縣
ਸੋਲਨ ਜ਼ਿਲਾ	索蘭縣
ਸ਼ੱਕਰ ਰੋਗ ਟਾਈਪ 2	2型糖尿病
ਪੁਰਾਣਾ ਵੱਡਾ ਗਿਰਜਾਘਰ, ਸਾਲਾਮਾਂਕਾ	萨拉曼卡旧主教座堂
ਏਲੀਨੋਰ ਕੈਟਨ	埃莉諾·卡頓
ਪਿੱਪਲ	菩提树
ਸਾਹਿਤਕ ਲਹਿਰਾਂ ਦੀ ਸੂਚੀ	文學流派列表
2012 ਬ੍ਰਿਕਸ ਸਿਖਰ ਸੰਮੇਲਨ	2012年金砖国家峰会
ਆਲਮੂਦਾਈਨਾ ਸ਼ਾਹੀ ਮਹਿਲ	阿尔穆戴纳王宫
ਫਰਮਾ:ਸੂਰਜ ਮੰਡਲ	Template:太阳系
ਸ਼ੁਕੰਤਲਾ ਦੇਵੀ	夏琨塔拉·戴维
ਕਾਲਕੀ ਕਕਲਾਂ	卡琪·柯切林
ਅਜਵਾਇਣ	麝香草
ਛੂਤ-ਛਾਤ	贱民
ਰੇਜ਼ਰ	刮鬍刀
ਸਮਾਜਿਕ ਮੇਲ-ਜੋਲ ਸੇਵਾ	社交網路服務
ਮਧਾਣਾ	龙爪茅属
ਮਜੀਠ	茜草
ਮਿਰਗਸ਼ੀਰਸ਼	摩梨伽尸罗
ਭਾਰਤੀ ਜਨ ਸੰਘ	印度人民同盟
ਨੈਪਥਾਲ	萘酚
ਲੋਨ ਸਰਵਾਇਵਰ	孤独的生还者
ਕਾਊਂਟ ਡਰੈਕੁਲਾ	德古拉
ਫਾਟਕ:ਭੂਗੋਲ	Portal:地理学
ਫ਼ਿਲਮ ਨਿਰਮਾਤਾ	電影監製
ਪੀ.ਟੀ. ਊਸ਼ਾ	P·T·烏莎
ਵਿਭੀਸ਼ਣ	維毗沙那
