આફ્રિકા	非洲
ઢાંચો:Coord/dec2dms	Template:Coord/dec2dms
ઢાંચો:CountryAbbr2	Template:CountryAbbr2
ઢાંચો:Country data Aden	Template:Country data Aden
ઢાંચો:Country data Arizona	Template:Country data Arizona
ઢાંચો:Country data Artigas	Template:Country data Artigas
ઢાંચો:Country data Bermuda	Template:Country data Bermuda
ઢાંચો:Country data British Columbia	Template:Country data British Columbia
ઢાંચો:Country data Burgenland	Template:Country data Burgenland
ઢાંચો:Country data California	Template:Country data California
ઢાંચો:Country data Carinthia	Template:Country data Carinthia
ઢાંચો:Country data Colorado	Template:Country data Colorado
ઢાંચો:Country data Commonwealth of Independent States	Template:Country data Commonwealth of Independent States
ઢાંચો:Country data Connecticut	Template:Country data Connecticut
ઢાંચો:Country data Delaware	Template:Country data Delaware
ઢાંચો:Country data East Flanders	Template:Country data East Flanders
ઢાંચો:Country data Flemish Brabant	Template:Country data Flemish Brabant
ઢાંચો:Country data Flemish Region	Template:Country data Flemish Region
ઢાંચો:Country data Florida	Template:Country data Florida
ઢાંચો:Country data Friesland	Template:Country data Friesland
ઢાંચો:Country data Flevoland	Template:Country data Flevoland
ઢાંચો:Country data Georgia (U.S. state)	Template:Country data Georgia (U.S. state)
ઢાંચો:Country data Gelderland	Template:Country data Gelderland
ઢાંચો:Country data Great Britain	Template:Country data Great Britain
ઢાંચો:Country data Georgian SSR	Template:Country data Georgian SSR
ઢાંચો:Country data Illinois	Template:Country data Illinois
ઢાંચો:Country data Independent State of Croatia	Template:Country data Independent State of Croatia
ઢાંચો:Country data Indiana	Template:Country data Indiana
ઢાંચો:Country data Iowa	Template:Country data Iowa
ઢાંચો:Country data Irish Free State	Template:Country data Irish Free State
ઢાંચો:Country data Jordan	Template:Country data Jordan
ઢાંચો:Country data Kansas	Template:Country data Kansas
ઢાંચો:Country data Kentucky	Template:Country data Kentucky
ઢાંચો:Country data Kingdom of Montenegro (1941–1944)	Template:Country data Kingdom of Montenegro (1941–1944)
ઢાંચો:Country data Kazakh SSR	Template:Country data Kazakh SSR
ઢાંચો:Country data Kingdom of Montenegro	Template:Country data Kingdom of Montenegro
ઢાંચો:Country data Korea	Template:Country data Korea
ઢાંચો:Country data Kyrgyzstan	Template:Country data Kyrgyzstan
ઢાંચો:Country data Kingdom of Yugoslavia	Template:Country data Kingdom of Yugoslavia
ઢાંચો:Country data Lesotho	Template:Country data Lesotho
ઢાંચો:Country data Liberia	Template:Country data Liberia
ઢાંચો:Country data Limburg (Belgium)	Template:Country data Limburg (Belgium)
ઢાંચો:Country data Liège	Template:Country data Liège
ઢાંચો:Country data Louisiana	Template:Country data Louisiana
ઢાંચો:Country data Leinster	Template:Country data Leinster
ઢાંચો:Country data Limburg (Netherlands)	Template:Country data Limburg (Netherlands)
ઢાંચો:Country data Lower Austria	Template:Country data Lower Austria
ઢાંચો:Country data Luxembourg (Belgium)	Template:Country data Luxembourg (Belgium)
ઢાંચો:Country data Maine	Template:Country data Maine
ઢાંચો:Country data Malawi	Template:Country data Malawi
ઢાંચો:Country data Maldives	Template:Country data Maldives
ઢાંચો:Country data Manitoba	Template:Country data Manitoba
ઢાંચો:Country data Maryland	Template:Country data Maryland
ઢાંચો:Country data Massachusetts	Template:Country data Massachusetts
ઢાંચો:Country data Mauritius	Template:Country data Mauritius
ઢાંચો:Country data Michigan	Template:Country data Michigan
ઢાંચો:Country data Minnesota	Template:Country data Minnesota
ઢાંચો:Country data Mississippi	Template:Country data Mississippi
ઢાંચો:Country data Missouri	Template:Country data Missouri
ઢાંચો:Country data Mongolia	Template:Country data Mongolia
ઢાંચો:Country data Montana	Template:Country data Montana
ઢાંચો:Country data Nagorno-Karabakh Republic	Template:Country data Nagorno-Karabakh Republic
ઢાંચો:Country data Namur	Template:Country data Namur
ઢાંચો:Country data Munster	Template:Country data Munster
ઢાંચો:Country data Nevada	Template:Country data Nevada
ઢાંચો:Country data New Brunswick	Template:Country data New Brunswick
ઢાંચો:Country data New Hampshire	Template:Country data New Hampshire
ઢાંચો:Country data New Jersey	Template:Country data New Jersey
ઢાંચો:Country data New Mexico	Template:Country data New Mexico
ઢાંચો:Country data New York	Template:Country data New York
ઢાંચો:Country data Newfoundland and Labrador	Template:Country data Newfoundland and Labrador
ઢાંચો:Country data Niger	Template:Country data Niger
ઢાંચો:Country data North Carolina	Template:Country data North Carolina
ઢાંચો:Country data North Dakota	Template:Country data North Dakota
ઢાંચો:Country data North Yemen	Template:Country data North Yemen
ઢાંચો:Country data Northwest Territories	Template:Country data Northwest Territories
ઢાંચો:Country data North Brabant	Template:Country data North Brabant
ઢાંચો:Country data North Holland	Template:Country data North Holland
ઢાંચો:Country data Nunavut	Template:Country data Nunavut
ઢાંચો:Country data Ohio	Template:Country data Ohio
ઢાંચો:Country data Oklahoma	Template:Country data Oklahoma
ઢાંચો:Country data Ontario	Template:Country data Ontario
ઢાંચો:Country data Oregon	Template:Country data Oregon
ઢાંચો:Country data Pennsylvania	Template:Country data Pennsylvania
ઢાંચો:Country data Prince Edward Island	Template:Country data Prince Edward Island
ઢાંચો:Country data Puerto Rico	Template:Country data Puerto Rico
ઢાંચો:Country data Quebec	Template:Country data Quebec
ઢાંચો:Country data Rhode Island	Template:Country data Rhode Island
ઢાંચો:Country data Rivera	Template:Country data Rivera
ઢાંચો:Country data Rhodesia	Template:Country data Rhodesia
ઢાંચો:Country data SR Montenegro	Template:Country data SR Montenegro
ઢાંચો:Country data Salto	Template:Country data Salto
ઢાંચો:Country data San José	Template:Country data San José
ઢાંચો:Country data Saskatchewan	Template:Country data Saskatchewan
ઢાંચો:Country data South Dakota	Template:Country data South Dakota
ઢાંચો:Country data South Yemen	Template:Country data South Yemen
ઢાંચો:Country data South Arabia	Template:Country data South Arabia
ઢાંચો:Country data Southern Rhodesia	Template:Country data Southern Rhodesia
ઢાંચો:Country data South Holland	Template:Country data South Holland
ઢાંચો:Country data Southern Ireland	Template:Country data Southern Ireland
ઢાંચો:Country data Styria	Template:Country data Styria
ઢાંચો:દેશ માહિતી સુરીનામ	Template:Country data Suriname
ઢાંચો:Country data Syria	Template:Country data Syria
ઢાંચો:Country data Tacuarembó	Template:Country data Tacuarembó
ઢાંચો:Country data Sovereign Military Order of Malta	Template:Country data Sovereign Military Order of Malta
ઢાંચો:Country data Tennessee	Template:Country data Tennessee
ઢાંચો:Country data Texas	Template:Country data Texas
ઢાંચો:Country data Tanganyika	Template:Country data Tanganyika
ઢાંચો:Country data Singapore	Template:Country data Singapore
ઢાંચો:Country data Uganda	Template:Country data Uganda
ઢાંચો:Country data Ukrainian SSR	Template:Country data Ukrainian SSR
ઢાંચો:Country data Union of South Africa	Template:Country data Union of South Africa
ઢાંચો:Country data Upper Austria	Template:Country data Upper Austria
ઢાંચો:Country data Utah	Template:Country data Utah
ઢાંચો:Country data Vermont	Template:Country data Vermont
ઢાંચો:Country data Uzbek SSR	Template:Country data Uzbek SSR
ઢાંચો:Country data Vienna	Template:Country data Vienna
ઢાંચો:Country data Walloon Region	Template:Country data Walloon Region
ઢાંચો:Country data Washington	Template:Country data Washington
ઢાંચો:Country data Washington, D.C.	Template:Country data District of Columbia
ઢાંચો:Country data West Flanders	Template:Country data West Flanders
ઢાંચો:Country data West Virginia	Template:Country data West Virginia
ઢાંચો:Country data Walloon Brabant	Template:Country data Walloon Brabant
ઢાંચો:Country data Wisconsin	Template:Country data Wisconsin
ઢાંચો:Country data Wyoming	Template:Country data Wyoming
ઢાંચો:Country data Yemen	Template:Country data Yemen
ઢાંચો:Country data Yukon	Template:Country data Yukon
ઢાંચો:Country data Zanzibar	Template:Country data Zanzibar
ઢાંચો:Country data Åland Islands	Template:Country data Åland
ઢાંચો:Country data Zeeland	Template:Country data Zeeland
ઢાંચો:Spacecraft-stub	Template:Spacecraft-stub
ઢાંચો:Article history	Template:ArticleHistory
ઢાંચો:User hi-2	Template:User hi-2
ઢાંચો:User gu-3	Template:User gu-3
ઢાંચો:User gu	Template:User gu
ઢાંચો:UF-hprod	Template:UF-hprod
ઢાંચો:UF-hcard-geo	Template:UF-hcard-geo
ઢાંચો:Template shortcut	Template:Template shortcut
ઢાંચો:Lang-pa	Template:Lang-pa
ઢાંચો:Lang-kn	Template:Lang-kn
ઢાંચો:Lang-bo	Template:Lang-bo
ઢાંચો:ભાષા-બં	Template:Lang-bn
શ્રેણી:ઉત્તરાખંડ	Category:北阿坎德邦
ઢાંચો:User hi-0	Template:User hi-0
ઢાંચો:IPA audio link	Template:IPA audio link
ઢાંચો:Country data Utrecht	Template:Country data Utrecht
ઢાંચો:Country data Ulster	Template:Country data Ulster
ઢાંચો:Country data Turkmen SSR	Template:Country data Turkmen SSR
ઢાંચો:Country data Tajik SSR	Template:Country data Tajik SSR
ઢાંચો:Country data Salzburg	Template:Country data Salzburg
ઢાંચો:Country data Overijssel	Template:Country data Overijssel
ઢાંચો:Country data Moldavian SSR	Template:Country data Moldavian SSR
ઢાંચો:Country data Kirghiz SSR	Template:Country data Kirghiz SSR
ઢાંચો:Country data Groningen	Template:Country data Groningen
ઢાંચો:Country data Drenthe	Template:Country data Drenthe
ઢાંચો:Country data British Guiana	Template:Country data British Guiana
ઢાંચો:Country data Batavian Republic	Template:Country data Batavian Republic
ઢાંચો:Country data Antwerp	Template:Country data Antwerp
શ્રેણી:બિહાર	Category:比哈尔邦
શ્રેણી:બોલીવુડ	Category:宝莱坞
શ્રેણી:Userboxes	Category:维基百科用户框
ઢાંચો:Multicol	Template:Multicol
ઢાંચો:Country data Dutch Republic	Template:Country data Dutch Republic
ઢાંચો:દેશ માહિતી Dutch Guiana	Template:Country data Dutch Guiana
શ્રેણી:દમણ અને દીવ	Category:达曼-第乌
ઢાંચો:Country data Falkland Islands	Template:Country data Falkland Islands
શ્રેણી:આસામના જિલ્લાઓ	Category:阿萨姆邦辖县
ઢાંચો:Country data Gold Coast	Template:Country data Gold Coast
શ્રેણી:Computer language user templates	Category:程式用戶框模板
ઢાંચો:Infobox Weapon	Template:Infobox Weapon
શ્રેણી:અંગ્રેજી ચલચિત્ર	Category:英格蘭電影作品
ઢાંચો:Lang-am	Template:Lang-am
ઢાંચો:Lang-zh	Template:Lang-zh
ઢાંચો:IAST	Template:IAST
ઢાંચો:Lang-mr	Template:Lang-mr
ઢાંચો:Lang-ur	Template:Lang-mo
શ્રેણી:જ્યોતિષ	Category:印度占星学
શ્રેણી:ભારત રાજનીતિક પક્ષ રંગ ઢાંચો	Category:印度政党颜色模板
શ્રેણી:ભારતીય ક્રિકેટ ખેલાડી	Category:印度板球运动员
ઢાંચો:Country data Azerbaijan SSR	Template:Country data Azerbaijan SSR
ઢાંચો:Listen	Template:聽
કેળ	芭蕉属
લાતેહાર	拉泰哈尔
ઢાંચો:Country data Macedonia	Template:Country data Republic of Macedonia
ઢાંચો:Country data Nebraska	Template:Country data Nebraska
ઢાંચો:Country data United Arab Republic	Template:Country data United Arab Republic
શ્રેણી:User gu-4	Category:Gu-4 使用者
ઢાંચો:Country data Tanzania	Template:Country data Tanzania
